,state,county,state_code,FIPS
37904,WASHINGTON,SNOHOMISH,WA,53061
37935,WASHINGTON,SPOKANE,WA,53063
37975,WASHINGTON,STEVENS,WA,53065
37996,WASHINGTON,THURSTON,WA,53067
38009,WASHINGTON,WAHKIAKUM,WA,53069
38014,WASHINGTON,WALLA WALLA,WA,53071
38024,WASHINGTON,WHATCOM,WA,53073
38042,WASHINGTON,WHITMAN,WA,53075
38065,WASHINGTON,YAKIMA,WA,53077
38109,WEST VIRGINIA,BARBOUR,WV,54001
38120,WEST VIRGINIA,BERKELEY,WV,54003
38129,WEST VIRGINIA,BOONE,WV,54005
38165,WEST VIRGINIA,BRAXTON,WV,54007
38187,WEST VIRGINIA,BROOKE,WV,54009
38197,WEST VIRGINIA,CABELL,WV,54011
38204,WEST VIRGINIA,CALHOUN,WV,54013
38218,WEST VIRGINIA,CLAY,WV,54015
38236,WEST VIRGINIA,DODDRIDGE,WV,54017
38244,WEST VIRGINIA,FAYETTE,WV,54019
38304,WEST VIRGINIA,GILMER,WV,54021
38321,WEST VIRGINIA,GRANT,WV,54023
38333,WEST VIRGINIA,GREENBRIER,WV,54025
38368,WEST VIRGINIA,HAMPSHIRE,WV,54027
38388,WEST VIRGINIA,HANCOCK,WV,54029
38394,WEST VIRGINIA,HARDY,WV,54031
38404,WEST VIRGINIA,HARRISON,WV,54033
38433,WEST VIRGINIA,JACKSON,WV,54035
38454,WEST VIRGINIA,JEFFERSON,WV,54037
38468,WEST VIRGINIA,KANAWHA,WV,54039
38524,WEST VIRGINIA,LEWIS,WV,54041
38537,WEST VIRGINIA,LINCOLN,WV,54043
38559,WEST VIRGINIA,LOGAN,WV,54045
38610,WEST VIRGINIA,MCDOWELL,WV,54047
38672,WEST VIRGINIA,MARION,WV,54049
38692,WEST VIRGINIA,MARSHALL,WV,54051
38700,WEST VIRGINIA,MASON,WV,54053
38717,WEST VIRGINIA,MERCER,WV,54055
38746,WEST VIRGINIA,MINERAL,WV,54057
38756,WEST VIRGINIA,MINGO,WV,54059
38793,WEST VIRGINIA,MONONGALIA,WV,54061
38814,WEST VIRGINIA,MONROE,WV,54063
38835,WEST VIRGINIA,MORGAN,WV,54065
38841,WEST VIRGINIA,NICHOLAS,WV,54067
38862,WEST VIRGINIA,OHIO,WV,54069
38870,WEST VIRGINIA,PENDLETON,WV,54071
38882,WEST VIRGINIA,PLEASANTS,WV,54073
38888,WEST VIRGINIA,POCAHONTAS,WV,54075
38905,WEST VIRGINIA,PRESTON,WV,54077
38930,WEST VIRGINIA,PUTNAM,WV,54079
38946,WEST VIRGINIA,RALEIGH,WV,54081
39012,WEST VIRGINIA,RANDOLPH,WV,54083
39037,WEST VIRGINIA,RITCHIE,WV,54085
39051,WEST VIRGINIA,ROANE,WV,54087
39065,WEST VIRGINIA,SUMMERS,WV,54089
39082,WEST VIRGINIA,TAYLOR,WV,54091
39089,WEST VIRGINIA,TUCKER,WV,54093
39099,WEST VIRGINIA,TYLER,WV,54095
39109,WEST VIRGINIA,UPSHUR,WV,54097
39120,WEST VIRGINIA,WAYNE,WV,54099
39137,WEST VIRGINIA,WEBSTER,WV,54101
39152,WEST VIRGINIA,WETZEL,WV,54103
39170,WEST VIRGINIA,WIRT,WV,54105
39176,WEST VIRGINIA,WOOD,WV,54107
39189,WEST VIRGINIA,WYOMING,WV,54109
39235,WISCONSIN,ADAMS,WI,55001
39241,WISCONSIN,ASHLAND,WI,55003
39252,WISCONSIN,BARRON,WI,55005
39269,WISCONSIN,BAYFIELD,WI,55007
39283,WISCONSIN,BROWN,WI,55009
39297,WISCONSIN,BUFFALO,WI,55011
39305,WISCONSIN,BURNETT,WI,55013
39311,WISCONSIN,CALUMET,WI,55015
39322,WISCONSIN,CHIPPEWA,WI,55017
39334,WISCONSIN,CLARK,WI,55019
39349,WISCONSIN,COLUMBIA,WI,55021
39363,WISCONSIN,CRAWFORD,WI,55023
39375,WISCONSIN,DANE,WI,55025
39406,WISCONSIN,DODGE,WI,55027
39431,WISCONSIN,DOOR,WI,55029
39443,WISCONSIN,DOUGLAS,WI,55031
39459,WISCONSIN,DUNN,WI,55033
39472,WISCONSIN,EAU CLAIRE,WI,55035
39477,WISCONSIN,FLORENCE,WI,55037
39483,WISCONSIN,FOND DU LAC,WI,55039
39502,WISCONSIN,FOREST,WI,55041
39513,WISCONSIN,GRANT,WI,55043
39537,WISCONSIN,GREEN,WI,55045
39546,WISCONSIN,GREEN LAKE,WI,55047
39554,WISCONSIN,IOWA,WI,55049
39569,WISCONSIN,IRON,WI,55051
39577,WISCONSIN,JACKSON,WI,55053
39585,WISCONSIN,JEFFERSON,WI,55055
39598,WISCONSIN,JUNEAU,WI,55057
39610,WISCONSIN,KENOSHA,WI,55059
39626,WISCONSIN,KEWAUNEE,WI,55061
39633,WISCONSIN,LA CROSSE,WI,55063
39640,WISCONSIN,LAFAYETTE,WI,55065
39650,WISCONSIN,LANGLADE,WI,55067
39663,WISCONSIN,LINCOLN,WI,55069
39668,WISCONSIN,MANITOWOC,WI,55071
39686,WISCONSIN,MARATHON,WI,55073
39708,WISCONSIN,MARINETTE,WI,55075
39724,WISCONSIN,MARQUETTE,WI,55077
39731,WISCONSIN,MENOMINEE,WI,55078
39733,WISCONSIN,MILWAUKEE,WI,55079
39753,WISCONSIN,MONROE,WI,55081
39766,WISCONSIN,OCONTO,WI,55083
39783,WISCONSIN,ONEIDA,WI,55085
39795,WISCONSIN,OUTAGAMIE,WI,55087
39813,WISCONSIN,OZAUKEE,WI,55089
39823,WISCONSIN,PEPIN,WI,55091
39827,WISCONSIN,PIERCE,WI,55093
39838,WISCONSIN,POLK,WI,55095
39854,WISCONSIN,PORTAGE,WI,55097
39866,WISCONSIN,PRICE,WI,55099
39874,WISCONSIN,RACINE,WI,55101
39888,WISCONSIN,RICHLAND,WI,55103
39898,WISCONSIN,ROCK,WI,55105
39911,WISCONSIN,RUSK,WI,55107
39920,WISCONSIN,ST CROIX,WI,55109
39937,WISCONSIN,SAUK,WI,55111
39955,WISCONSIN,SAWYER,WI,55113
39965,WISCONSIN,SHAWANO,WI,55115
39983,WISCONSIN,SHEBOYGAN,WI,55117
40002,WISCONSIN,TAYLOR,WI,55119
40013,WISCONSIN,TREMPEALEAU,WI,55121
40025,WISCONSIN,VERNON,WI,55123
40039,WISCONSIN,VILAS,WI,55125
40052,WISCONSIN,WALWORTH,WI,55127
40070,WISCONSIN,WASHBURN,WI,55129
40080,WISCONSIN,WASHINGTON,WI,55131
40093,WISCONSIN,WAUKESHA,WI,55133
40121,WISCONSIN,WAUPACA,WI,55135
40136,WISCONSIN,WAUSHARA,WI,55137
40148,WISCONSIN,WINNEBAGO,WI,55139
40161,WISCONSIN,WOOD,WI,55141
40186,WYOMING,ALBANY,WY,56001
40196,WYOMING,BIG HORN,WY,56003
40209,WYOMING,CAMPBELL,WY,56005
40216,WYOMING,CARBON,WY,56007
40236,WYOMING,CONVERSE,WY,56009
40242,WYOMING,CROOK,WY,56011
40252,WYOMING,FREMONT,WY,56013
40271,WYOMING,GOSHEN,WY,56015
40280,WYOMING,HOT SPRINGS,WY,56017
40285,WYOMING,JOHNSON,WY,56019
40288,WYOMING,LARAMIE,WY,56021
40300,WYOMING,LINCOLN,WY,56023
40317,WYOMING,NATRONA,WY,56025
40327,WYOMING,NIOBRARA,WY,56027
40334,WYOMING,PARK,WY,56029
40342,WYOMING,PLATTE,WY,56031
40350,WYOMING,SHERIDAN,WY,56033
40363,WYOMING,SUBLETTE,WY,56035
40370,WYOMING,SWEETWATER,WY,56037
40388,WYOMING,TETON,WY,56039
40396,WYOMING,UINTA,WY,56041
40403,WYOMING,WASHAKIE,WY,56043
40405,WYOMING,WESTON,WY,56045
