,state,county,state_code,FIPS
15787,MASSACHUSETTS,NANTUCKET,MA,25019
15789,MASSACHUSETTS,NORFOLK,MA,25021
15826,MASSACHUSETTS,PLYMOUTH,MA,25023
15880,MASSACHUSETTS,SUFFOLK,MA,25025
15884,MASSACHUSETTS,WORCESTER,MA,25027
15982,MICHIGAN,ALCONA,MI,26001
15991,MICHIGAN,ALGER,MI,26003
16006,MICHIGAN,ALLEGAN,MI,26005
16034,MICHIGAN,ALPENA,MI,26007
16039,MICHIGAN,ANTRIM,MI,26009
16049,MICHIGAN,ARENAC,MI,26011
16056,MICHIGAN,BARAGA,MI,26013
16070,MICHIGAN,BARRY,MI,26015
16080,MICHIGAN,BAY,MI,26017
16091,MICHIGAN,BENZIE,MI,26019
16098,MICHIGAN,BERRIEN,MI,26021
16134,MICHIGAN,BRANCH,MI,26023
16141,MICHIGAN,CALHOUN,MI,26025
16162,MICHIGAN,CASS,MI,26027
16174,MICHIGAN,CHARLEVOIX,MI,26029
16181,MICHIGAN,CHEBOYGAN,MI,26031
16190,MICHIGAN,CHIPPEWA,MI,26033
16212,MICHIGAN,CLARE,MI,26035
16217,MICHIGAN,CLINTON,MI,26037
16229,MICHIGAN,CRAWFORD,MI,26039
16231,MICHIGAN,DELTA,MI,26041
16248,MICHIGAN,DICKINSON,MI,26043
16262,MICHIGAN,EATON,MI,26045
16276,MICHIGAN,EMMET,MI,26047
16289,MICHIGAN,GENESEE,MI,26049
16310,MICHIGAN,GLADWIN,MI,26051
16313,MICHIGAN,GOGEBIC,MI,26053
16321,MICHIGAN,GRAND TRAVERSE,MI,26055
16331,MICHIGAN,GRATIOT,MI,26057
16346,MICHIGAN,HILLSDALE,MI,26059
16364,MICHIGAN,HOUGHTON,MI,26061
16389,MICHIGAN,HURON,MI,26063
16405,MICHIGAN,INGHAM,MI,26065
16418,MICHIGAN,IONIA,MI,26067
16431,MICHIGAN,IOSCO,MI,26069
16440,MICHIGAN,IRON,MI,26071
16449,MICHIGAN,ISABELLA,MI,26073
16455,MICHIGAN,JACKSON,MI,26075
16477,MICHIGAN,KALAMAZOO,MI,26077
16492,MICHIGAN,KALKASKA,MI,26079
16495,MICHIGAN,KENT,MI,26081
16520,MICHIGAN,KEWEENAW,MI,26083
16529,MICHIGAN,LAKE,MI,26085
16536,MICHIGAN,LAPEER,MI,26087
16549,MICHIGAN,LEELANAU,MI,26089
16561,MICHIGAN,LENAWEE,MI,26091
16586,MICHIGAN,LIVINGSTON,MI,26093
16598,MICHIGAN,LUCE,MI,26095
16600,MICHIGAN,MACKINAC,MI,26097
16617,MICHIGAN,MACOMB,MI,26099
16649,MICHIGAN,MANISTEE,MI,26101
16660,MICHIGAN,MARQUETTE,MI,26103
16684,MICHIGAN,MASON,MI,26105
16691,MICHIGAN,MECOSTA,MI,26107
16701,MICHIGAN,MENOMINEE,MI,26109
16716,MICHIGAN,MIDLAND,MI,26111
16723,MICHIGAN,MISSAUKEE,MI,26113
16727,MICHIGAN,MONROE,MI,26115
16750,MICHIGAN,MONTCALM,MI,26117
16768,MICHIGAN,MONTMORENCY,MI,26119
16771,MICHIGAN,MUSKEGON,MI,26121
16786,MICHIGAN,NEWAYGO,MI,26123
16794,MICHIGAN,OAKLAND,MI,26125
16856,MICHIGAN,OCEANA,MI,26127
16865,MICHIGAN,OGEMAW,MI,26129
16870,MICHIGAN,ONTONAGON,MI,26131
16883,MICHIGAN,OSCEOLA,MI,26133
16890,MICHIGAN,OSCODA,MI,26135
16894,MICHIGAN,OTSEGO,MI,26137
16899,MICHIGAN,OTTAWA,MI,26139
16922,MICHIGAN,PRESQUE ISLE,MI,26141
16929,MICHIGAN,ROSCOMMON,MI,26143
16935,MICHIGAN,SAGINAW,MI,26145
16950,MICHIGAN,ST CLAIR,MI,26147
16981,MICHIGAN,ST JOSEPH,MI,26149
16996,MICHIGAN,SANILAC,MI,26151
17013,MICHIGAN,SCHOOLCRAFT,MI,26153
17021,MICHIGAN,SHIAWASSEE,MI,26155
17037,MICHIGAN,TUSCOLA,MI,26157
17054,MICHIGAN,VAN BUREN,MI,26159
17072,MICHIGAN,WASHTENAW,MI,26161
17090,MICHIGAN,WAYNE,MI,26163
17137,MICHIGAN,WEXFORD,MI,26165
17145,MINNESOTA,AITKIN,MN,27001
17155,MINNESOTA,ANOKA,MN,27003
17175,MINNESOTA,BECKER,MN,27005
17187,MINNESOTA,BELTRAMI,MN,27007
17205,MINNESOTA,BENTON,MN,27009
17213,MINNESOTA,BIG STONE,MN,27011
17221,MINNESOTA,BLUE EARTH,MN,27013
17235,MINNESOTA,BROWN,MN,27015
17243,MINNESOTA,CARLTON,MN,27017
17257,MINNESOTA,CARVER,MN,27019
17270,MINNESOTA,CASS,MN,27021
17287,MINNESOTA,CHIPPEWA,MN,27023
17293,MINNESOTA,CHISAGO,MN,27025
17305,MINNESOTA,CLAY,MN,27027
17318,MINNESOTA,CLEARWATER,MN,27029
17324,MINNESOTA,COOK,MN,27031
17331,MINNESOTA,COTTONWOOD,MN,27033
17339,MINNESOTA,CROW WING,MN,27035
17359,MINNESOTA,DAKOTA,MN,27037
17381,MINNESOTA,DODGE,MN,27039
17387,MINNESOTA,DOUGLAS,MN,27041
17400,MINNESOTA,FARIBAULT,MN,27043
17412,MINNESOTA,FILLMORE,MN,27045
17428,MINNESOTA,FREEBORN,MN,27047
17445,MINNESOTA,GOODHUE,MN,27049
17458,MINNESOTA,GRANT,MN,27051
17465,MINNESOTA,HENNEPIN,MN,27053
17509,MINNESOTA,HOUSTON,MN,27055
17517,MINNESOTA,HUBBARD,MN,27057
17527,MINNESOTA,ISANTI,MN,27059
17534,MINNESOTA,ITASCA,MN,27061
17566,MINNESOTA,JACKSON,MN,27063
17573,MINNESOTA,KANABEC,MN,27065
17576,MINNESOTA,KANDIYOHI,MN,27067
17590,MINNESOTA,KITTSON,MN,27069
17601,MINNESOTA,KOOCHICHING,MN,27071
17614,MINNESOTA,LAC QUI PARLE,MN,27073
17622,MINNESOTA,LAKE,MN,27075
17629,MINNESOTA,LAKE OF THE WOODS,MN,27077
17634,MINNESOTA,LE SUEUR,MN,27079
17644,MINNESOTA,LINCOLN,MN,27081
17650,MINNESOTA,LYON,MN,27083
17662,MINNESOTA,MCLEOD,MN,27085
17671,MINNESOTA,MAHNOMEN,MN,27087
17675,MINNESOTA,MARSHALL,MN,27089
17688,MINNESOTA,MARTIN,MN,27091
17698,MINNESOTA,MEEKER,MN,27093
17706,MINNESOTA,MILLE LACS,MN,27095
17714,MINNESOTA,MORRISON,MN,27097
17732,MINNESOTA,MOWER,MN,27099
17747,MINNESOTA,MURRAY,MN,27101
17756,MINNESOTA,NICOLLET,MN,27103
17762,MINNESOTA,NOBLES,MN,27105
17775,MINNESOTA,NORMAN,MN,27107
17785,MINNESOTA,OLMSTED,MN,27109
17794,MINNESOTA,OTTER TAIL,MN,27111
17816,MINNESOTA,PENNINGTON,MN,27113
17819,MINNESOTA,PINE,MN,27115
17836,MINNESOTA,PIPESTONE,MN,27117
17845,MINNESOTA,POLK,MN,27119
17863,MINNESOTA,POPE,MN,27121
17872,MINNESOTA,RAMSEY,MN,27123
17890,MINNESOTA,RED LAKE,MN,27125
17894,MINNESOTA,REDWOOD,MN,27127
17910,MINNESOTA,RENVILLE,MN,27129
17920,MINNESOTA,RICE,MN,27131
17929,MINNESOTA,ROCK,MN,27133
17938,MINNESOTA,ROSEAU,MN,27135
17947,MINNESOTA,ST LOUIS,MN,27137
18000,MINNESOTA,SCOTT,MN,27139
18008,MINNESOTA,SHERBURNE,MN,27141
18016,MINNESOTA,SIBLEY,MN,27143
18023,MINNESOTA,STEARNS,MN,27145
18055,MINNESOTA,STEELE,MN,27147
18062,MINNESOTA,STEVENS,MN,27149
18067,MINNESOTA,SWIFT,MN,27151
18075,MINNESOTA,TODD,MN,27153
18087,MINNESOTA,TRAVERSE,MN,27155
18091,MINNESOTA,WABASHA,MN,27157
18105,MINNESOTA,WADENA,MN,27159
18111,MINNESOTA,WASECA,MN,27161
18116,MINNESOTA,WASHINGTON,MN,27163
18141,MINNESOTA,WATONWAN,MN,27165
18149,MINNESOTA,WILKIN,MN,27167
18158,MINNESOTA,WINONA,MN,27169
18172,MINNESOTA,WRIGHT,MN,27171
18190,MINNESOTA,YELLOW MEDICINE,MN,27173
18206,MISSISSIPPI,ADAMS,MS,28001
18209,MISSISSIPPI,ALCORN,MS,28003
18214,MISSISSIPPI,AMITE,MS,28005
18221,MISSISSIPPI,ATTALA,MS,28007
18227,MISSISSIPPI,BENTON,MS,28009
18232,MISSISSIPPI,BOLIVAR,MS,28011
18250,MISSISSIPPI,CALHOUN,MS,28013
18259,MISSISSIPPI,CARROLL,MS,28015
18266,MISSISSIPPI,CHICKASAW,MS,28017
18274,MISSISSIPPI,CHOCTAW,MS,28019
18279,MISSISSIPPI,CLAIBORNE,MS,28021
18284,MISSISSIPPI,CLARKE,MS,28023
18290,MISSISSIPPI,CLAY,MS,28025
18294,MISSISSIPPI,COAHOMA,MS,28027
18308,MISSISSIPPI,COPIAH,MS,28029
18315,MISSISSIPPI,COVINGTON,MS,28031
18319,MISSISSIPPI,DE SOTO,MS,28033
18327,MISSISSIPPI,FORREST,MS,28035
18334,MISSISSIPPI,FRANKLIN,MS,28037
18340,MISSISSIPPI,GEORGE,MS,28039
18341,MISSISSIPPI,GREENE,MS,28041
18346,MISSISSIPPI,GRENADA,MS,28043
18352,MISSISSIPPI,HANCOCK,MS,28045
18359,MISSISSIPPI,HARRISON,MS,28047
18370,MISSISSIPPI,HINDS,MS,28049
18379,MISSISSIPPI,HOLMES,MS,28051
18388,MISSISSIPPI,HUMPHREYS,MS,28053
18393,MISSISSIPPI,ISSAQUENA,MS,28055
18397,MISSISSIPPI,ITAWAMBA,MS,28057
18401,MISSISSIPPI,JACKSON,MS,28059
18410,MISSISSIPPI,JASPER,MS,28061
18419,MISSISSIPPI,JEFFERSON,MS,28063
18426,MISSISSIPPI,JEFFERSON DAVIS,MS,28065
18430,MISSISSIPPI,JONES,MS,28067
18438,MISSISSIPPI,KEMPER,MS,28069
18443,MISSISSIPPI,LAFAYETTE,MS,28071
18450,MISSISSIPPI,LAMAR,MS,28073
18455,MISSISSIPPI,LAUDERDALE,MS,28075
18464,MISSISSIPPI,LAWRENCE,MS,28077
18470,MISSISSIPPI,LEAKE,MS,28079
18476,MISSISSIPPI,LEE,MS,28081
18486,MISSISSIPPI,LEFLORE,MS,28083
18494,MISSISSIPPI,LINCOLN,MS,28085
18497,MISSISSIPPI,LOWNDES,MS,28087
18504,MISSISSIPPI,MADISON,MS,28089
18512,MISSISSIPPI,MARION,MS,28091
18517,MISSISSIPPI,MARSHALL,MS,28093
18524,MISSISSIPPI,MONROE,MS,28095
18535,MISSISSIPPI,MONTGOMERY,MS,28097
18539,MISSISSIPPI,NESHOBA,MS,28099
18542,MISSISSIPPI,NEWTON,MS,28101
18551,MISSISSIPPI,NOXUBEE,MS,28103
18558,MISSISSIPPI,OKTIBBEHA,MS,28105
18563,MISSISSIPPI,PANOLA,MS,28107
18572,MISSISSIPPI,PEARL RIVER,MS,28109
18577,MISSISSIPPI,PERRY,MS,28111
18580,MISSISSIPPI,PIKE,MS,28113
18587,MISSISSIPPI,PONTOTOC,MS,28115
18594,MISSISSIPPI,PRENTISS,MS,28117
18599,MISSISSIPPI,QUITMAN,MS,28119
18608,MISSISSIPPI,RANKIN,MS,28121
18620,MISSISSIPPI,SCOTT,MS,28123
18629,MISSISSIPPI,SHARKEY,MS,28125
18635,MISSISSIPPI,SIMPSON,MS,28127
18644,MISSISSIPPI,SMITH,MS,28129
18649,MISSISSIPPI,STONE,MS,28131
18653,MISSISSIPPI,SUNFLOWER,MS,28133
18665,MISSISSIPPI,TALLAHATCHIE,MS,28135
18677,MISSISSIPPI,TATE,MS,28137
18683,MISSISSIPPI,TIPPAH,MS,28139
18691,MISSISSIPPI,TISHOMINGO,MS,28141
18698,MISSISSIPPI,TUNICA,MS,28143
18703,MISSISSIPPI,UNION,MS,28145
18709,MISSISSIPPI,WALTHALL,MS,28147
18710,MISSISSIPPI,WARREN,MS,28149
18712,MISSISSIPPI,WASHINGTON,MS,28151
18728,MISSISSIPPI,WAYNE,MS,28153
18733,MISSISSIPPI,WEBSTER,MS,28155
18740,MISSISSIPPI,WILKINSON,MS,28157
18744,MISSISSIPPI,WINSTON,MS,28159
18746,MISSISSIPPI,YALOBUSHA,MS,28161
18752,MISSISSIPPI,YAZOO,MS,28163
18764,MISSOURI,ADAIR,MO,29001
18770,MISSOURI,ANDREW,MO,29003
18779,MISSOURI,ATCHISON,MO,29005
18786,MISSOURI,AUDRAIN,MO,29007
18795,MISSOURI,BARRY,MO,29009
18807,MISSOURI,BARTON,MO,29011
18814,MISSOURI,BATES,MO,29013
18830,MISSOURI,BENTON,MO,29015
18836,MISSOURI,BOLLINGER,MO,29017
18848,MISSOURI,BOONE,MO,29019
18858,MISSOURI,BUCHANAN,MO,29021
18866,MISSOURI,BUTLER,MO,29023
18874,MISSOURI,CALDWELL,MO,29025
18882,MISSOURI,CALLAWAY,MO,29027
18895,MISSOURI,CAMDEN,MO,29029
18905,MISSOURI,CAPE GIRARDEAU,MO,29031
18919,MISSOURI,CARROLL,MO,29033
18928,MISSOURI,CARTER,MO,29035
18933,MISSOURI,CASS,MO,29037
18951,MISSOURI,CEDAR,MO,29039
18955,MISSOURI,CHARITON,MO,29041
18966,MISSOURI,CHRISTIAN,MO,29043
18978,MISSOURI,CLARK,MO,29045
18986,MISSOURI,CLAY,MO,29047
19006,MISSOURI,CLINTON,MO,29049
19015,MISSOURI,COLE,MO,29051
19026,MISSOURI,COOPER,MO,29053
19034,MISSOURI,CRAWFORD,MO,29055
19045,MISSOURI,DADE,MO,29057
19051,MISSOURI,DALLAS,MO,29059
19057,MISSOURI,DAVIESS,MO,29061
19065,MISSOURI,DENT,MO,29065
19073,MISSOURI,DOUGLAS,MO,29067
19077,MISSOURI,DUNKLIN,MO,29069
19090,MISSOURI,FRANKLIN,MO,29071
19112,MISSOURI,GASCONADE,MO,29073
19118,MISSOURI,GENTRY,MO,29075
19125,MISSOURI,GREENE,MO,29077
19136,MISSOURI,GRUNDY,MO,29079
19143,MISSOURI,HARRISON,MO,29081
19155,MISSOURI,HENRY,MO,29083
19164,MISSOURI,HICKORY,MO,29085
19171,MISSOURI,HOLT,MO,29087
19180,MISSOURI,HOWARD,MO,29089
19186,MISSOURI,HOWELL,MO,29091
19196,MISSOURI,IRON,MO,29093
19207,MISSOURI,JACKSON,MO,29095
19228,MISSOURI,JASPER,MO,29097
19248,MISSOURI,JEFFERSON,MO,29099
19275,MISSOURI,JOHNSON,MO,29101
19284,MISSOURI,KNOX,MO,29103
19291,MISSOURI,LACLEDE,MO,29105
19301,MISSOURI,LAFAYETTE,MO,29107
19316,MISSOURI,LAWRENCE,MO,29109
19328,MISSOURI,LEWIS,MO,29111
19339,MISSOURI,LINCOLN,MO,29113
19351,MISSOURI,LINN,MO,29115
19361,MISSOURI,LIVINGSTON,MO,29117
19369,MISSOURI,MCDONALD,MO,29119
19379,MISSOURI,MACON,MO,29121
19392,MISSOURI,MADISON,MO,29123
19399,MISSOURI,MARIES,MO,29125
19403,MISSOURI,MARION,MO,29127
19408,MISSOURI,MERCER,MO,29129
19414,MISSOURI,MILLER,MO,29131
19428,MISSOURI,MISSISSIPPI,MO,29133
19435,MISSOURI,MONITEAU,MO,29135
19445,MISSOURI,MONROE,MO,29137
19452,MISSOURI,MONTGOMERY,MO,29139
19465,MISSOURI,MORGAN,MO,29141
19473,MISSOURI,NEW MADRID,MO,29143
19492,MISSOURI,NEWTON,MO,29145
19515,MISSOURI,NODAWAY,MO,29147
19532,MISSOURI,OREGON,MO,29149
19538,MISSOURI,OSAGE,MO,29151
19547,MISSOURI,OZARK,MO,29153
19565,MISSOURI,PEMISCOT,MO,29155
19579,MISSOURI,PERRY,MO,29157
19592,MISSOURI,PETTIS,MO,29159
19599,MISSOURI,PHELPS,MO,29161
19609,MISSOURI,PIKE,MO,29163
19621,MISSOURI,PLATTE,MO,29165
19639,MISSOURI,POLK,MO,29167
19651,MISSOURI,PULASKI,MO,29169
19661,MISSOURI,PUTNAM,MO,29171
19667,MISSOURI,RALLS,MO,29173
19673,MISSOURI,RANDOLPH,MO,29175
19682,MISSOURI,RAY,MO,29177
19693,MISSOURI,REYNOLDS,MO,29179
19701,MISSOURI,RIPLEY,MO,29181
19709,MISSOURI,ST CHARLES,MO,29183
19724,MISSOURI,ST CLAIR,MO,29185
19731,MISSOURI,STE GENEVIEVE,MO,29186
19737,MISSOURI,ST FRANCOIS,MO,29187
19754,MISSOURI,ST LOUIS,MO,29510
19755,MISSOURI,ST LOUIS,MO,29189
19978,MISSOURI,SALINE,MO,29195
19991,MISSOURI,SCHUYLER,MO,29197
19997,MISSOURI,SCOTLAND,MO,29199
20002,MISSOURI,SCOTT,MO,29201
20019,MISSOURI,SHANNON,MO,29203
20026,MISSOURI,SHELBY,MO,29205
20034,MISSOURI,STODDARD,MO,29207
20047,MISSOURI,STONE,MO,29209
20056,MISSOURI,SULLIVAN,MO,29211
20067,MISSOURI,TANEY,MO,29213
20084,MISSOURI,TEXAS,MO,29215
20101,MISSOURI,VERNON,MO,29217
20115,MISSOURI,WARREN,MO,29219
20121,MISSOURI,WASHINGTON,MO,29221
20129,MISSOURI,WAYNE,MO,29223
20144,MISSOURI,WEBSTER,MO,29225
20151,MISSOURI,WORTH,MO,29227
20156,MISSOURI,WRIGHT,MO,29229
20169,MISSOURI,DE KALB,MO,29063
20187,MONTANA,BEAVERHEAD,MT,30001
20197,MONTANA,BIG HORN,MT,30003
20209,MONTANA,BLAINE,MT,30005
20217,MONTANA,BROADWATER,MT,30007
20221,MONTANA,CARBON,MT,30009
20233,MONTANA,CARTER,MT,30011
20239,MONTANA,CASCADE,MT,30013
20254,MONTANA,CHOUTEAU,MT,30015
20262,MONTANA,CUSTER,MT,30017
20267,MONTANA,DANIELS,MT,30019
20272,MONTANA,DAWSON,MT,30021
20277,MONTANA,DEER LODGE,MT,30023
20279,MONTANA,FALLON,MT,30025
20282,MONTANA,FERGUS,MT,30027
20298,MONTANA,FLATHEAD,MT,30029
20316,MONTANA,GALLATIN,MT,30031
20327,MONTANA,GARFIELD,MT,30033
20332,MONTANA,GLACIER,MT,30035
20340,MONTANA,GOLDEN VALLEY,MT,30037
20343,MONTANA,GRANITE,MT,30039
20347,MONTANA,HILL,MT,30041
20357,MONTANA,JEFFERSON,MT,30043
20364,MONTANA,JUDITH BASIN,MT,30045
20372,MONTANA,LAKE,MT,30047
20387,MONTANA,LEWIS AND CLARK,MT,30049
20396,MONTANA,LIBERTY,MT,30051
20400,MONTANA,LINCOLN,MT,30053
20409,MONTANA,MCCONE,MT,30055
20412,MONTANA,MADISON,MT,30057
20426,MONTANA,MEAGHER,MT,30059
20429,MONTANA,MINERAL,MT,30061
20435,MONTANA,MISSOULA,MT,30063
20450,MONTANA,MUSSELSHELL,MT,30065
20454,MONTANA,PARK,MT,30067
20465,MONTANA,PETROLEUM,MT,30069
20467,MONTANA,PHILLIPS,MT,30071
20478,MONTANA,PONDERA,MT,30073
20484,MONTANA,POWDER RIVER,MT,30075
20492,MONTANA,POWELL,MT,30077
20499,MONTANA,PRAIRIE,MT,30079
20502,MONTANA,RAVALLI,MT,30081
20512,MONTANA,RICHLAND,MT,30083
20518,MONTANA,ROOSEVELT,MT,30085
20525,MONTANA,ROSEBUD,MT,30087
20538,MONTANA,SANDERS,MT,30089
20550,MONTANA,SHERIDAN,MT,30091
20561,MONTANA,SILVER BOW,MT,30093
20570,MONTANA,STILLWATER,MT,30095
20578,MONTANA,SWEET GRASS,MT,30097
20582,MONTANA,TETON,MT,30099
20588,MONTANA,TOOLE,MT,30101
20597,MONTANA,TREASURE,MT,30103
20601,MONTANA,VALLEY,MT,30105
20615,MONTANA,WHEATLAND,MT,30107
20619,MONTANA,WIBAUX,MT,30109
20621,MONTANA,YELLOWSTONE,MT,30111
20631,MONTANA,YELLOWSTONE NAT PARK PT,MT,30113
20662,NEBRASKA,ADAMS,NE,31001
20671,NEBRASKA,ANTELOPE,NE,31003
20679,NEBRASKA,ARTHUR,NE,31005
20680,NEBRASKA,BANNER,NE,31007
20681,NEBRASKA,BLAINE,NE,31009
20685,NEBRASKA,BOONE,NE,31011
20692,NEBRASKA,BOX BUTTE,NE,31013
20695,NEBRASKA,BOYD,NE,31015
20703,NEBRASKA,BROWN,NE,31017
20706,NEBRASKA,BUFFALO,NE,31019
20717,NEBRASKA,BURT,NE,31021
20722,NEBRASKA,BUTLER,NE,31023
20734,NEBRASKA,CASS,NE,31025
20749,NEBRASKA,CEDAR,NE,31027
20759,NEBRASKA,CHASE,NE,31029
20764,NEBRASKA,CHERRY,NE,31031
20775,NEBRASKA,CHEYENNE,NE,31033
20780,NEBRASKA,CLAY,NE,31035
20791,NEBRASKA,COLFAX,NE,31037
20797,NEBRASKA,CUMING,NE,31039
20801,NEBRASKA,CUSTER,NE,31041
20815,NEBRASKA,DAKOTA,NE,31043
20821,NEBRASKA,DAWES,NE,31045
20826,NEBRASKA,DAWSON,NE,31047
20835,NEBRASKA,DEUEL,NE,31049
20837,NEBRASKA,DIXON,NE,31051
20847,NEBRASKA,DODGE,NE,31053
20858,NEBRASKA,DOUGLAS,NE,31055
20868,NEBRASKA,DUNDY,NE,31057
20872,NEBRASKA,FILLMORE,NE,31059
20880,NEBRASKA,FRANKLIN,NE,31061
20887,NEBRASKA,FRONTIER,NE,31063
20892,NEBRASKA,FURNAS,NE,31065
20900,NEBRASKA,GAGE,NE,31067
20913,NEBRASKA,GARDEN,NE,31069
20916,NEBRASKA,GARFIELD,NE,31071
20917,NEBRASKA,GOSPER,NE,31073
20919,NEBRASKA,GRANT,NE,31075
20922,NEBRASKA,GREELEY,NE,31077
20926,NEBRASKA,HALL,NE,31079
20933,NEBRASKA,HAMILTON,NE,31081
20940,NEBRASKA,HARLAN,NE,31083
20948,NEBRASKA,HAYES,NE,31085
20951,NEBRASKA,HITCHCOCK,NE,31087
20955,NEBRASKA,HOLT,NE,31089
20964,NEBRASKA,HOOKER,NE,31091
20965,NEBRASKA,HOWARD,NE,31093
20973,NEBRASKA,JEFFERSON,NE,31095
20983,NEBRASKA,JOHNSON,NE,31097
20989,NEBRASKA,KEARNEY,NE,31099
20994,NEBRASKA,KEITH,NE,31101
20999,NEBRASKA,KEYA PAHA,NE,31103
21002,NEBRASKA,KIMBALL,NE,31105
21005,NEBRASKA,KNOX,NE,31107
21016,NEBRASKA,LANCASTER,NE,31109
21033,NEBRASKA,LINCOLN,NE,31111
21041,NEBRASKA,LOGAN,NE,31113
21043,NEBRASKA,LOUP,NE,31115
21045,NEBRASKA,MCPHERSON,NE,31117
21046,NEBRASKA,MADISON,NE,31119
21052,NEBRASKA,MERRICK,NE,31121
21058,NEBRASKA,MORRILL,NE,31123
21062,NEBRASKA,NANCE,NE,31125
21065,NEBRASKA,NEMAHA,NE,31127
21072,NEBRASKA,NUCKOLLS,NE,31129
21080,NEBRASKA,OTOE,NE,31131
21090,NEBRASKA,PAWNEE,NE,31133
21096,NEBRASKA,PERKINS,NE,31135
21102,NEBRASKA,PHELPS,NE,31137
21107,NEBRASKA,PIERCE,NE,31139
21113,NEBRASKA,PLATTE,NE,31141
21123,NEBRASKA,POLK,NE,31143
21127,NEBRASKA,RED WILLOW,NE,31145
21132,NEBRASKA,RICHARDSON,NE,31147
21142,NEBRASKA,ROCK,NE,31149
21145,NEBRASKA,SALINE,NE,31151
21153,NEBRASKA,SARPY,NE,31153
21161,NEBRASKA,SAUNDERS,NE,31155
21176,NEBRASKA,SCOTTS BLUFF,NE,31157
21186,NEBRASKA,SEWARD,NE,31159
21197,NEBRASKA,SHERIDAN,NE,31161
21205,NEBRASKA,SHERMAN,NE,31163
21210,NEBRASKA,SIOUX,NE,31165
21211,NEBRASKA,STANTON,NE,31167
21213,NEBRASKA,THAYER,NE,31169
21224,NEBRASKA,THOMAS,NE,31171
21227,NEBRASKA,THURSTON,NE,31173
21234,NEBRASKA,VALLEY,NE,31175
21238,NEBRASKA,WASHINGTON,NE,31177
21244,NEBRASKA,WAYNE,NE,31179
21250,NEBRASKA,WEBSTER,NE,31181
21256,NEBRASKA,WHEELER,NE,31183
21258,NEBRASKA,YORK,NE,31185
21274,NEVADA,CHURCHILL,NV,32001
21279,NEVADA,CLARK,NV,32003
21304,NEVADA,DOUGLAS,NV,32005
21313,NEVADA,ELKO,NV,32007
21334,NEVADA,ESMERALDA,NV,32009
21339,NEVADA,EUREKA,NV,32011
21342,NEVADA,HUMBOLDT,NV,32013
21349,NEVADA,LANDER,NV,32015
21351,NEVADA,LINCOLN,NV,32017
21358,NEVADA,LYON,NV,32019
21367,NEVADA,MINERAL,NV,32021
21373,NEVADA,NYE,NV,32023
21384,NEVADA,PERSHING,NV,32027
21387,NEVADA,STOREY,NV,32029
21388,NEVADA,WASHOE,NV,32031
21403,NEVADA,WHITE PINE,NV,32033
21410,NEVADA,COURTLANDT,NV,32119
21411,NEVADA,CARSON CITY,NV,32510
21423,NEW HAMPSHIRE,BELKNAP,NH,33001
21442,NEW HAMPSHIRE,CARROLL,NH,33003
21486,NEW HAMPSHIRE,CHESHIRE,NH,33005
21516,NEW HAMPSHIRE,COOS,NH,33007
21539,NEW HAMPSHIRE,GRAFTON,NH,33009
21587,NEW HAMPSHIRE,HILLSBOROUGH,NH,33011
21622,NEW HAMPSHIRE,MERRIMACK,NH,33013
21660,NEW HAMPSHIRE,ROCKINGHAM,NH,33015
21710,NEW HAMPSHIRE,STRAFFORD,NH,33017
21726,NEW HAMPSHIRE,SULLIVAN,NH,33019
21752,NEW JERSEY,ATLANTIC,NJ,34001
21789,NEW JERSEY,BERGEN,NJ,34003
21862,NEW JERSEY,BURLINGTON,NJ,34005
21915,NEW JERSEY,CAMDEN,NJ,34007
21967,NEW JERSEY,CAPE MAY,NJ,34009
22003,NEW JERSEY,CUMBERLAND,NJ,34011
22024,NEW JERSEY,ESSEX,NJ,34013
22048,NEW JERSEY,GLOUCESTER,NJ,34015
22082,NEW JERSEY,HUDSON,NJ,34017
22094,NEW JERSEY,HUNTERDON,NJ,34019
22126,NEW JERSEY,MERCER,NJ,34021
22149,NEW JERSEY,MIDDLESEX,NJ,34023
22191,NEW JERSEY,MONMOUTH,NJ,34025
22275,NEW JERSEY,MORRIS,NJ,34027
22334,NEW JERSEY,OCEAN,NJ,34029
22386,NEW JERSEY,PASSAIC,NJ,34031
22405,NEW JERSEY,SALEM,NJ,34033
22420,NEW JERSEY,SOMERSET,NJ,34035
22458,NEW JERSEY,SUSSEX,NJ,34037
22488,NEW JERSEY,UNION,NJ,34039
22509,NEW JERSEY,WARREN,NJ,34041
22551,NEW MEXICO,BERNALILLO,NM,35001
22568,NEW MEXICO,CATRON,NM,35003
22580,NEW MEXICO,CHAVES,NM,35005
22588,NEW MEXICO,CIBOLA,NM,35006
22608,NEW MEXICO,COLFAX,NM,35007
22618,NEW MEXICO,CURRY,NM,35009
22626,NEW MEXICO,DE BACA,NM,35011
22629,NEW MEXICO,DONA ANA,NM,35013
22653,NEW MEXICO,EDDY,NM,35015
22665,NEW MEXICO,GRANT,NM,35017
22688,NEW MEXICO,GUADALUPE,NM,35019
22695,NEW MEXICO,HARDING,NM,35021
22700,NEW MEXICO,HIDALGO,NM,35023
22706,NEW MEXICO,LEA,NM,35025
22719,NEW MEXICO,LINCOLN,NM,35027
22735,NEW MEXICO,LOS ALAMOS,NM,35028
22736,NEW MEXICO,LUNA,NM,35029
22738,NEW MEXICO,MCKINLEY,NM,35031
22764,NEW MEXICO,MORA,NM,35033
