FIPS,County,Social Capital and Community Score
45017,"Calhoun, South Carolina",19.544553014149734
26153,"Schoolcraft, Michigan",19.533587294321556
5099,"Nevada, Arkansas",19.440321714824908
22025,"Catahoula, Louisiana",19.36986666129031
21203,"Rockcastle, Kentucky",19.361882825188793
21195,"Pike, Kentucky",19.32974308215945
28141,"Tishomingo, Mississippi",19.305853438219078
1111,"Randolph, Alabama",19.302750575510526
37009,"Ashe, North Carolina",19.288381737247544
51083,"Halifax, Virginia",19.278999103123677
21127,"Lawrence, Kentucky",19.250719977476994
28023,"Clarke, Mississippi",19.216249048361295
5011,"Bradley, Arkansas",19.208129867230692
54067,"Nicholas, West Virginia",19.195555863452125
21197,"Powell, Kentucky",19.192405989287217
21043,"Carter, Kentucky",19.125394600050797
45031,"Darlington, South Carolina",19.120042011567424
21001,"Adair, Kentucky",19.11113001006328
51001,"Accomack, Virginia",19.098063424355924
1059,"Franklin, Alabama",19.073288414492144
13095,"Dougherty, Georgia",19.0610482087675
54005,"Boone, West Virginia",19.000299181797843
47025,"Claiborne, Tennessee",18.99524389283828
28085,"Lincoln, Mississippi",18.96099732075879
51105,"Lee, Virginia",18.888531160860893
28075,"Lauderdale, Mississippi",18.875456934523037
1133,"Winston, Alabama",18.836811225339204
51089,"Henry, Virginia",18.826894433498616
1121,"Talladega, Alabama",18.801896785220016
13091,"Dodge, Georgia",18.798356183521943
22085,"Sabine, Louisiana",18.76463436919813
40001,"Adair, Oklahoma",18.71096389506106
27087,"Mahnomen, Minnesota",18.67777034702865
28117,"Prentiss, Mississippi",18.642618389557118
54103,"Wetzel, West Virginia",18.625206422120318
28139,"Tippah, Mississippi",18.568924959922786
13321,"Worth, Georgia",18.55695312166257
12027,"DeSoto, Florida",18.55680776624715
47029,"Cocke, Tennessee",18.55168501385075
5001,"Arkansas, Arkansas",18.53694521115207
37199,"Yancey, North Carolina",18.53666911697079
21071,"Floyd, Kentucky",18.472859351515137
54007,"Braxton, West Virginia",18.45290714867545
13069,"Coffee, Georgia",18.316001851526387
28037,"Franklin, Mississippi",18.28702169166196
37117,"Martin, North Carolina",18.261396837457188
35053,"Socorro, New Mexico",18.240793133284473
28149,"Warren, Mississippi",18.17331352281212
37047,"Columbus, North Carolina",18.14758947207173
21135,"Lewis, Kentucky",18.13888482307657
37065,"Edgecombe, North Carolina",18.08884578765695
45027,"Clarendon, South Carolina",18.064641973431943
5067,"Jackson, Arkansas",18.017685209119264
21045,"Casey, Kentucky",17.959297193457058
47097,"Lauderdale, Tennessee",17.913678463018538
13055,"Chattooga, Georgia",17.797689891853327
45021,"Cherokee, South Carolina",17.795130938493216
21169,"Metcalfe, Kentucky",17.775166680217946
54059,"Mingo, West Virginia",17.752151547297135
2188,"Northwest Arctic, Alaska",17.735320911389024
2050,"Bethel, Alaska",17.728604774361028
28091,"Marion, Mississippi",17.72832997517476
48489,"Willacy, Texas",17.70450653039296
13175,"Laurens, Georgia",17.604525024896137
22049,"Jackson, Louisiana",17.5930502948498
51131,"Northampton, Virginia",17.53289484967568
48127,"Dimmit, Texas",17.38703749624318
5127,"Scott, Arkansas",17.384135625321186
12029,"Dixie, Florida",17.3534553962668
1075,"Lamar, Alabama",17.328415963696067
22039,"Evangeline, Louisiana",17.25672634110364
13293,"Upson, Georgia",17.24041477340822
37123,"Montgomery, North Carolina",17.23685662622229
13107,"Emanuel, Georgia",17.18551695379876
45011,"Barnwell, South Carolina",17.179645412191643
13005,"Bacon, Georgia",17.171561687468095
13033,"Burke, Georgia",17.166929694623317
35029,"Luna, New Mexico",17.125999319769335
28015,"Carroll, Mississippi",17.078554046972314
28061,"Jasper, Mississippi",17.07598553206975
21175,"Morgan, Kentucky",17.047742640267842
51051,"Dickenson, Virginia",17.03349736621191
37153,"Richmond, North Carolina",17.02024109931966
37173,"Swain, North Carolina",16.92759272653401
28123,"Scott, Mississippi",16.904893076571817
54023,"Grant, West Virginia",16.897424096381002
45025,"Chesterfield, South Carolina",16.860785646224
51025,"Brunswick, Virginia",16.834947419260423
21133,"Letcher, Kentucky",16.783379107830033
13269,"Taylor, Georgia",16.76444777697728
28153,"Wayne, Mississippi",16.721164066458215
30085,"Roosevelt, Montana",16.70866473131932
45081,"Saluda, South Carolina",16.67591504363474
1123,"Tallapoosa, Alabama",16.662618297962105
28097,"Montgomery, Mississippi",16.653642748875193
31173,"Thurston, Nebraska",16.566691231636216
1091,"Marengo, Alabama",16.534875901483183
28101,"Newton, Mississippi",16.518855876756174
21065,"Estill, Kentucky",16.475545458257393
21121,"Knox, Kentucky",16.456564269865375
54045,"Logan, West Virginia",16.44137136466278
48427,"Starr, Texas",16.42180609295138
5057,"Hempstead, Arkansas",16.355635134092783
46041,"Dewey, South Dakota",16.315963619925515
30003,"Big Horn, Montana",16.311247417346962
13283,"Treutlen, Georgia",16.252064995636204
21207,"Russell, Kentucky",16.248435284943895
54015,"Clay, West Virginia",16.1826276425408
37017,"Bladen, North Carolina",16.17490909181607
13287,"Turner, Georgia",16.146407024491126
22013,"Bienville, Louisiana",16.138603189033688
13003,"Atkinson, Georgia",16.130361549933884
54043,"Lincoln, West Virginia",16.125820761189345
13071,"Colquitt, Georgia",16.068512692417656
28043,"Grenada, Mississippi",16.003061538695366
37165,"Scotland, North Carolina",15.983126966490977
29155,"Pemiscot, Missouri",15.896679970712746
1017,"Chambers, Alabama",15.884510348429536
37041,"Chowan, North Carolina",15.850775621454218
45023,"Chester, South Carolina",15.816340748589596
13317,"Wilkes, Georgia",15.80018022977992
37005,"Alleghany, North Carolina",15.794258493903074
28017,"Chickasaw, Mississippi",15.788864741673503
37155,"Robeson, North Carolina",15.734290925125189
45029,"Colleton, South Carolina",15.710751437345213
13065,"Clinch, Georgia",15.615543993543843
37185,"Warren, North Carolina",15.504695600901483
37181,"Vance, North Carolina",15.379390239577809
51027,"Buchanan, Virginia",15.165997631835602
13161,"Jeff Davis, Georgia",15.137560562654203
1065,"Hale, Alabama",15.120653258601743
47091,"Johnson, Tennessee",15.085818788793048
22041,"Franklin, Louisiana",15.061739589190504
21119,"Knott, Kentucky",14.91957098309731
13253,"Seminole, Georgia",14.902131649415878
22081,"Red River, Louisiana",14.801128644157515
5093,"Mississippi, Arkansas",14.75143280105339
45009,"Bamberg, South Carolina",14.738027730878645
45075,"Orangeburg, South Carolina",14.487216001967113
13105,"Elbert, Georgia",14.486024723730534
30035,"Glacier, Montana",14.416972626936214
13189,"McDuffie, Georgia",14.395675161068677
13087,"Decatur, Georgia",14.390478217134445
29133,"Mississippi, Missouri",14.288143363567695
1087,"Macon, Alabama",14.254749803299552
1025,"Clarke, Alabama",14.252985420003395
1023,"Choctaw, Alabama",14.209679730445682
45039,"Fairfield, South Carolina",14.111327212571576
28029,"Copiah, Mississippi",13.989893197527056
47069,"Hardeman, Tennessee",13.97252116115121
21159,"Martin, Kentucky",13.964588199348105
47061,"Grundy, Tennessee",13.955225624200123
54109,"Wyoming, West Virginia",13.896309422559941
1107,"Pickens, Alabama",13.869064115023575
30005,"Blaine, Montana",13.779498022817785
47049,"Fentress, Tennessee",13.748895413703202
46102,"Shannon, South Dakota",13.70846661118574
28113,"Pike, Mississippi",13.632036372854959
1053,"Escambia, Alabama",13.607546353567487
48047,"Brooks, Texas",13.575897851997388
22027,"Claiborne, Louisiana",13.536940743107747
28079,"Leake, Mississippi",13.524119039349463
5041,"Desha, Arkansas",13.509860851164527
22067,"Morehouse, Louisiana",13.462881742882441
13261,"Sumter, Georgia",13.453416770466026
28007,"Attala, Mississippi",13.432295908838595
51081,"Greensville, Virginia",13.31599115273635
12039,"Gadsden, Florida",13.288369225096607
22029,"Concordia, Louisiana",13.243650003358917
37083,"Halifax, North Carolina",13.187285988965112
48131,"Duval, Texas",13.174077081158552
21153,"Magoffin, Kentucky",12.951396068083925
13271,"Telfair, Georgia",12.884698588302356
21013,"Bell, Kentucky",12.79733310633418
12079,"Madison, Florida",12.626186447642358
13205,"Mitchell, Georgia",12.623694095637935
21231,"Wayne, Kentucky",12.473841425310548
12123,"Taylor, Florida",12.438060520255387
37007,"Anson, North Carolina",12.407296667948819
47151,"Scott, Tennessee",12.366238264962801
28107,"Panola, Mississippi",12.09140849507162
47075,"Haywood, Tennessee",12.066805246440357
45061,"Lee, South Carolina",11.912484443774108
13133,"Greene, Georgia",11.88368400173332
37015,"Bertie, North Carolina",11.803124297278373
28159,"Winston, Mississippi",11.644681737859376
13081,"Crisp, Georgia",11.642929098757577
28025,"Clay, Mississippi",11.622284104723189
37091,"Hertford, North Carolina",11.600340696889903
45033,"Dillon, South Carolina",11.464435333019594
1013,"Butler, Alabama",11.393114391974736
45067,"Marion, South Carolina",11.379097329362237
2180,"Nome, Alaska",11.371803114805825
1047,"Dallas, Alabama",11.25301371177507
1005,"Barbour, Alabama",11.214601161589465
54047,"McDowell, West Virginia",11.054860813443131
45087,"Union, South Carolina",11.028384010356442
38079,"Rolette, North Dakota",11.003251485139486
13017,"Ben Hill, Georgia",10.756729618798829
28013,"Calhoun, Mississippi",10.68177574319577
5123,"St. Francis, Arkansas",10.634139500949292
48247,"Jim Hogg, Texas",10.627091624775515
1099,"Monroe, Alabama",10.602387613133638
1085,"Lowndes, Alabama",10.386299452530578
21051,"Clay, Kentucky",10.275635592729309
28011,"Bolivar, Mississippi",10.261415006774477
45089,"Williamsburg, South Carolina",10.25329196592792
45069,"Marlboro, South Carolina",9.923753986352645
37075,"Graham, North Carolina",9.570387835617764
28099,"Neshoba, Mississippi",9.470186078380879
13163,"Jefferson, Georgia",8.984555449578737
45049,"Hampton, South Carolina",8.761284001152932
37187,"Washington, North Carolina",8.697493186802381
28151,"Washington, Mississippi",8.658427008635536
21095,"Harlan, Kentucky",8.235198101339627
21025,"Breathitt, Kentucky",8.02097677571904
13303,"Washington, Georgia",8.020588601194488
21147,"McCreary, Kentucky",7.889816763175234
28001,"Adams, Mississippi",6.758267722229766
13099,"Early, Georgia",6.638950817455511
21131,"Leslie, Kentucky",6.605263673335522
28083,"Leflore, Mississippi",6.588488192874642
5107,"Phillips, Arkansas",6.550480684235192
28027,"Coahoma, Mississippi",5.614735806596308
28135,"Tallahatchie, Mississippi",5.519194890048442
28163,"Yazoo, Mississippi",4.593361573617095
13273,"Terrell, Georgia",4.524856664913031
28133,"Sunflower, Mississippi",3.9458352331042974
48505,"Zapata, Texas",3.5158399906319215
28051,"Holmes, Mississippi",3.1733237663409133
1131,"Wilcox, Alabama",0.0
